,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,dist_to_ven
1,2,6c56d7f08c95f2aa453c,1a3e9aecd0617706a794,f53529c5679ea6ca5a48,4f9e6fc637eaf7b736c2,Gorge Camping - dave matthews band - sept 3-7,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - dave matthews band - sept 3-7,"%OVERNIGHT C A M P I N G%* * * * * *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%SEP 3 - 6, 2009",1,75.0,TicketFast,2009-09-05 01:00:00,2009-09-04,2009-03-13,2009-07-06 00:00:00,2009-07-05,2009-09-01,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,4f9e6fc637eaf7b736c2,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,59.0
6,7,105ea9ee10065b54b0df,a14232befff04be1e2f3,b85143bf51323b72e53c,14af02b72584fa823f85,Phil Lesh & friends-pnc bank arts center holmdel premier parking,PNC Bank Arts Center Holmdel Premier Parking,MISC,PARKING,PARKING,Phil Lesh & friends-pnc bank arts center holmdel premier parking,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%PNC BANK ARTS CENTER%SAT JUL 1, 2006 4:30PM",1,30.0,TicketFast,2006-07-01 20:30:00,2006-07-01,2006-05-12,2006-06-16 00:00:00,2006-06-16,2006-06-16,EST,HOLMDEL,NEW JERSEY,07733,T ,N ,New York,14af02b72584fa823f85,28.0,112500.0,High School,High School,Missing,4.0,0.0,1.0,0.0,Missing,158.1888544891641
10,11,402bebb1d89c4024047a,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,4e4d22890318dae96e6d,Cricket Pavilion Premier Parking: Earth Wind And Fire With Chris Botti,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Earth Wind And Fire With Chris Botti,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%SAT AUG 26 2006 8:00 PM,1,20.0,TicketFast,2006-08-27 02:00:00,2006-08-26,2006-06-12,2006-08-06 00:00:00,2006-08-06,2006-08-06,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,4e4d22890318dae96e6d,80.0,200000.0,High School,High School,High School,2.0,1.0,0.5615384615384615,1.0,Retired,158.1888544891641
15,16,afd7dbe7675fc5480a0c,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,ebee63b01e98b720aebc,Premier Parking: Toby Keith,Parking Event,MISC,PARKING,PARKING,Premier Parking: Toby Keith,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JUNE 28TH, 2008%TOBY KEITH%FORD AMPHITHEATRE%***USE MLK ENTRANCE***",1,20.0,Mail,2008-06-28 23:30:00,2008-06-28,2008-04-05,2008-04-05 00:00:00,2008-04-05,2008-04-10,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,ebee63b01e98b720aebc,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,36.0
23,24,179eb086e65ad82d0225,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,7d2d3566e9bfe70ec9ef,Premier Parking: John Mayer,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Premier Parking: John Mayer,USE 2ND LANE FROM LEFT%JOHN MAYER%PREMIER PARKING*20-AUG-08%RIGHT OF PEDESTRIAN WKWAY%%WED AUG 20 2008 7:00PM,1,25.0,BWC,2008-08-20 23:00:00,2008-08-20,2008-06-07,2008-08-20 00:00:00,2008-08-19,2008-08-20,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,7d2d3566e9bfe70ec9ef,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,43.0
48,49,3ca4efcbc36374aa4161,1a3e9aecd0617706a794,e2981973281c70939168,dd86e9fc35f42f2447d6,3 Day Gorge Camping For Sasquatch! Festival May 24-26,Gorge Camping,MISC,CAMPING,INVALID,3 Day Gorge Camping For Sasquatch! Festival May 24-26,"NO REFUNDS/NO REBATES%OVERNIGHT C A M P I N G%* 3 DAY PASS *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%SAT-MON MAY 24-26, 2008",1,100.0,Mail,2008-05-24 19:00:00,2008-05-24,2008-03-08,2008-03-08 00:00:00,2008-03-08,2008-03-13,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,dd86e9fc35f42f2447d6,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,16.0
49,50,95a7d1ccb5fe10bd037c,1a3e9aecd0617706a794,e84711f231c204caaa78,7ea71a17dc83e5032777,1 Day Gorge Camping Pass For Jack Johnson Aug 22,Gorge Camping,MISC,CAMPING,INVALID,1 Day Gorge Camping Pass For Jack Johnson Aug 22,"%OVERNIGHT C A M P I N G%* 1 DAY PASS *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%FRI AUG 22, 2008",1,40.0,TicketFast,2008-08-23 02:00:00,2008-08-22,2008-03-15,2008-04-28 00:00:00,2008-04-28,2008-06-05,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,7ea71a17dc83e5032777,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,15.0
71,72,00e00557718d55826bf0,ea6991e953477c0bb31f,b85143bf51323b72e53c,b9cec6e8eb667b6d0b27,Dodge Theatre Adams Street Parking- Chicago / doobie brothers,Dodge Theatre Parking,MISC,PARKING,PARKING,Dodge Theatre Adams Street Parking- Chicago / doobie brothers,ADAMS STREET GARAGE%GOOD ONLY 6/3/2008%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%CHICAGO/DOOBIE BROTHERS%GARAGE OPENS AT 6:00 PM,1,9.0,Mail,2008-06-04 01:30:00,2008-06-03,2008-03-19,2008-03-28 00:00:00,2008-03-28,2008-03-31,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,b9cec6e8eb667b6d0b27,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,4.0
75,76,86d498ec819a89b1f843,d769ab09a96be5a0b316,b85143bf51323b72e53c,5bec07592428d6f18923,Premier Parking: Counting Crows & maroon 5,Verizon Wireless Amph. Charlotte Premier Parking,MISC,PARKING,PARKING,Premier Parking: Counting Crows & maroon 5,THIS TICKET IS VALID FOR%PREMIER PARKING%COUNTING CROWS/MAROON 5%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%MON JUL 28 2008 7:00PM,1,20.0,TicketFast,2008-07-28 23:00:00,2008-07-28,2008-04-11,2008-07-28 00:00:00,2008-07-28,2008-07-28,EST,CHARLOTTE,NORTH CAROLINA,28262,T ,N ,Charlotte,5bec07592428d6f18923,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,269.0
79,80,071850b742c7cd68e57b,86548c5bce2089a5d311,b85143bf51323b72e53c,3c2dad2ae9257d690ad3,Vip Blossom Music Center Parking : rascal flatts,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : rascal flatts,*** PARKING RECEIPT ***%RASCAL FLATTS%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI AUG 07 2009  8:00PM,1,15.0,Mail,2009-08-08 00:00:00,2009-08-07,2009-04-08,2009-04-21 00:00:00,2009-04-21,2009-04-22,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,3c2dad2ae9257d690ad3,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,17.0
85,86,6752a309905b3b027656,5a29f349bfe4d595f521,b85143bf51323b72e53c,69ea15af9f5b4866686c,Premier Parking: Kenny Chesney,Klipsch Music Ctr. Ind. Premier Parking,MISC,PARKING,PARKING,Premier Parking: Kenny Chesney,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%KENNY CHESNEY%VERIZON WIRELESS MUSIC CTR%SUN SEP 3 2006 7:00PM,1,20.0,Mail,2006-09-03 23:00:00,2006-09-03,2006-06-23,2006-06-23 00:00:00,2006-06-23,2006-06-26,CST,NOBLESVILLE,INDIANA,46060,T ,N ,Indiana-Ohio,69ea15af9f5b4866686c,54.0,35000.0,High School,Missing,High School,2.0,0.0,1.0,0.9420289855072463,Clerical White Collar,158.1888544891641
93,94,fcd075ec4191081e1c9e,d769ab09a96be5a0b316,b85143bf51323b72e53c,53077d18ae8789b84398,Premier Parking: Nickelback,Verizon Wireless Amph. Charlotte Premier Parking,MISC,PARKING,PARKING,Premier Parking: Nickelback,THIS TICKET IS VALID FOR%PREMIER PARKING%NICKELBACK%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%SAT AUG 25 2007 7:00PM,1,20.0,Mail,2007-08-25 23:00:00,2007-08-25,2007-07-14,2007-07-25 00:00:00,2007-07-25,2007-07-27,EST,CHARLOTTE,NORTH CAROLINA,28262,T ,N ,Charlotte,53077d18ae8789b84398,40.0,200000.0,High School,Missing,High School,2.0,1.0,1.0,1.0,Missing,158.1888544891641
99,100,e5b1ba0d6665ee414f2b,03cabca4db63531dc982,b85143bf51323b72e53c,8745a8c19122616d6803,Premiere Parking: Dave Matthews Band,Alpine Valley Music Theatre Premier Parking,MISC,PARKING,PARKING,Premiere Parking: Dave Matthews Band,**PARKING ONLY!!**%DAVE MATTHEWS BAND%THIS TICKET VALID ONLY FOR%PREMIER PARKING%ALPINE VALLEY%SAT AUG 09 2008 7:00 PM,1,30.0,TicketFast,2008-08-10 00:00:00,2008-08-09,2008-03-29,2008-03-29 00:00:00,2008-03-29,2008-03-30,CST,ELKHORN,WISCONSIN,53121,T ,N ,Wisconsin,8745a8c19122616d6803,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,2.0
116,117,e46b2cb5a31081de42b0,dcf5dff6a6534968c4d4,b85143bf51323b72e53c,d9f0cdd58a29ba128914,Sleep Train Pavilion Concord Premier Parking,Sleep Train Pavilion Concord Premier Parking,MISC,PARKING,PARKING,Sleep Train Pavilion Concord Premier Parking,THIS TICKET IS VALID%FOR PARKING ONLY-GATE B%GOOD 9/29/06 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI SEP 29 2006 6:30 PM,1,20.0,Mail,2006-09-30 01:30:00,2006-09-29,2006-07-16,2006-07-17 00:00:00,2006-07-17,2006-07-23,PST,CONCORD,CALIFORNIA,94521,T ,N ,N. California,d9f0cdd58a29ba128914,56.0,200000.0,College,Graduate School,Missing,5.0,1.0,0.0,1.0,Homemaker,158.1888544891641
125,126,16704ed7a8e70cfee64a,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,5015c5722fc90a760711,Murat Centre Parking : lion king,Parking Event,MISC,PARKING,PARKING,Murat Centre Parking : lion king,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%LION KING%MURAT CENTRE-INDIANAPOLIS%FRI DEC 5 2008 8:00PM,1,15.0,Mail,2008-12-06 01:00:00,2008-12-05,2008-06-13,2008-10-04 00:00:00,2008-10-03,2008-10-09,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,5015c5722fc90a760711,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,234.0
133,134,5b638f8ba9fc89733af3,e4bb8385d140221019b5,b85143bf51323b72e53c,f1a1e68e75e86d922fcf,Premier Parking: Stevie Nicks,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Stevie Nicks,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JUNE 8TH, 2008%STEVEIE NICKS%FORD AMPHITHEATRE%**USE MLK ENTRANCE**",1,20.0,TicketFast,2008-06-08 23:30:00,2008-06-08,2008-04-12,2008-05-21 00:00:00,2008-05-21,2008-05-21,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,f1a1e68e75e86d922fcf,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,9.0
139,140,78502a9228847c236bab,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,8ddcab2b1e5dd0e32fb5,Cricket Pavilion Phx. Premier Parking,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Phx. Premier Parking,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%WED AUG 23 2006 7:00 PM,1,20.0,Mail,2006-08-24 01:00:00,2006-08-23,2006-04-08,2006-04-08 00:00:00,2006-04-08,2006-04-13,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,8ddcab2b1e5dd0e32fb5,34.0,86396.1038961039,College,Missing,Missing,1.0,0.0,0.5615384615384615,0.9420289855072463,Clerical White Collar,158.1888544891641
144,145,38c528cdfd0f88c9f8a6,9babfdb02a7f8004fc6e,e84711f231c204caaa78,56867299c07cb0a55a6e,Gorge Amphitheatre Premier Parking - jack johnson,Gorge Amphitheatre Star Parking,MISC,PARKING,PARKING,Gorge Amphitheatre Premier Parking - jack johnson,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%FRI AUG 22, 2008 7:00PM",1,25.0,Mail,2008-08-23 02:00:00,2008-08-22,2008-03-15,2008-03-16 00:00:00,2008-03-15,2008-03-19,PST,GEORGE,WASHINGTON,98848,T ,N ,Seattle,56867299c07cb0a55a6e,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,84.0
145,146,5c634b9e847ed9090ce6,c2771bc344c9db424eac,b85143bf51323b72e53c,62de7a9766ac437c4648,Super Premier Parking: Stevie Wonder,Shoreline Mountain View Premier Parking,MISC,PARKING,PARKING,Super Premier Parking: Stevie Wonder,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 7/5/08 ONLY%SUPER PREMIER PARKING%SHORELINE AMPHITHEATRE%SAT JUL 5 2008 7:30 PM,1,40.0,TicketFast,2008-07-06 02:30:00,2008-07-05,2008-05-12,2008-05-12 00:00:00,2008-05-12,2008-05-12,PST,MOUNTAIN VIEW,CALIFORNIA,94043,T ,N ,N. California,62de7a9766ac437c4648,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,7.0
154,155,61ccdb32752f55a044c1,ea6991e953477c0bb31f,b85143bf51323b72e53c,99a1774aac2008604207,Dodge Theatre Adams Street Parking: James Taylor,Dodge Theatre Parking,MISC,PARKING,PARKING,Dodge Theatre Adams Street Parking: James Taylor,ADAMS STREET GARAGE%GOOD ONLY 8/2/08%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%JAMES TAYLOR%GARAGE OPENS AT 6:00 PM,1,9.0,Mail,2008-08-03 02:00:00,2008-08-02,2008-04-14,2008-04-17 00:00:00,2008-04-16,2008-04-21,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,99a1774aac2008604207,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,23.0
163,164,e87695993659da566e95,ef8b1b8de6ed1f7292d8,b85143bf51323b72e53c,7395b6315a4c9b49a320,Premier Parking: Sheryl Crow,Verizon Wireless Music Ctr. Birmingham Premier Parking,MISC,PARKING,PARKING,Premier Parking: Sheryl Crow,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS MUSIC CTR%FRI MAY 23 2008 8:00PM,1,20.0,TicketFast,2008-05-24 01:00:00,2008-05-23,2008-04-12,2008-05-01 00:00:00,2008-04-30,2008-05-06,EST,BIRMINGHAM,ALABAMA,35124,T ,N ,Birmingham,7395b6315a4c9b49a320,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,16.0
169,170,7fe51bd06be2148ec8db,dcf5dff6a6534968c4d4,06ef4bcb3fe28545317b,f82deaa3e6c037bdd105,Premier Parking : stevie wonder,Sleep Train Pavilion Concord Premier Parking,MISC,PARKING,PARKING,Premier Parking : stevie wonder,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%SUN AUG 26 2007 7:30 PM,1,20.0,TicketFast,2007-08-27 02:30:00,2007-08-26,2007-08-06,2007-08-06 00:00:00,2007-08-06,2007-08-24,PST,CONCORD,CALIFORNIA,94521,T ,N ,N. California,f82deaa3e6c037bdd105,30.0,87500.0,College,Graduate School,College,2.0,0.0,1.0,0.9420289855072463,Missing,158.1888544891641
181,182,ce510c497dddca86474e,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,7fce7d63ca2c1e55efb0,Wrsp Premier Parking : umphreys mcgee: sts9,Parking Event,MISC,PARKING,PARKING,Wrsp Premier Parking : umphreys mcgee: sts9,VALID FOR PARKING ONLY%THE LAWN PREMIER PARKING%WRSP UNDERGROUND GARAGE%UMPHREYS MCGEE/STS9%GOOD THIS DATE ONLY%FRI JUL 18 2008 7:00PM,1,15.0,Mail,2008-07-18 23:00:00,2008-07-18,2008-04-18,2008-04-18 00:00:00,2008-04-18,2008-04-22,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,7fce7d63ca2c1e55efb0,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,79.0
201,202,cef2b96da7ab76b6e94a,02fee4e221f610d8d7bd,b85143bf51323b72e53c,75b619ef7b481e9b2708,Premier Parking: The Wiggles,Chevrolet Theatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: The Wiggles,THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%THE WIGGLES%CHEVROLET THEATRE%SUN OCT 22 2006 5:00PM,1,10.0,TicketFast,2006-10-22 21:00:00,2006-10-22,2006-08-19,2006-10-12 00:00:00,2006-10-12,2006-10-12,EST,WALLINGFORD,CONNECTICUT,06492,T ,N ,Boston,75b619ef7b481e9b2708,30.0,25000.0,High School,High School,High School,5.0,1.0,1.0,1.0,Missing,158.1888544891641
202,203,9c3d2882ba9a6396ad17,dce08e99e3ce7d2149f3,b85143bf51323b72e53c,26d4adf939c78b5dc2f4,Vip Parking - lakewood amphitheatre: r.e.m.,Aaron's Amphitheatre at Lakewood Parking,MISC,PARKING,PARKING,Vip Parking - lakewood amphitheatre: r.e.m.,**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AT LAKEWOOD AMPHITHEATRE%R.E.M.%ENTER ON PRYOR ROAD%SAT JUN 21 2008  6:30PM,1,25.0,UPS,2008-06-21 22:30:00,2008-06-21,2008-04-05,2008-04-05 00:00:00,2008-04-05,2008-04-06,EST,ATLANTA,GEORGIA,30315,T ,N ,Atlanta,26d4adf939c78b5dc2f4,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,48.0
217,218,5cbf9102dad85ca28631,02fee4e221f610d8d7bd,b85143bf51323b72e53c,6cb4df50c5ebf62a4040,Premier Parking: Zz Top,Chevrolet Theatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Zz Top,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%ZZ TOP%CHEVROLET THEATRE%FRI JUN 20, 2008 8:00PM",1,10.0,TicketFast,2008-06-21 00:00:00,2008-06-20,2008-03-21,2008-04-14 00:00:00,2008-04-14,2008-04-14,EST,WALLINGFORD,CONNECTICUT,06492,T ,N ,Boston,6cb4df50c5ebf62a4040,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,49.0
227,228,f3e32fe34706aa20546c,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,9f84b934184cac251f8a,Tabernacle Parking: Dave Chappelle,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Dave Chappelle,PARKING PASS-PARKING ONLY%DAVE CHAPPELLE%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%SUN JUN 18 2006 7:00PM,1,8.0,TicketFast,2006-06-18 23:00:00,2006-06-18,2006-05-19,2006-05-30 00:00:00,2006-05-30,2006-05-30,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,9f84b934184cac251f8a,32.0,45000.0,High School,High School,High School,4.0,1.0,0.0,1.0,Craftsman Blue Collar,158.1888544891641
245,246,e25c261b81eb10384af8,a14232befff04be1e2f3,b85143bf51323b72e53c,f2b6d4e16bfeb8bd5a7c,"Premier Parking - the police - pnc bank arts center, holmdel",PNC Bank Arts Center Holmdel Premier Parking,MISC,PARKING,PARKING,"Premier Parking - the police - pnc bank arts center, holmdel","NO ADMITTANCE TO CONCERT%PREMIER PARKING ONLY!%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%PNC BANK ARTS CENTER%SUN AUG 3, 2008 7:30PM",1,30.0,Mail,2008-08-03 23:30:00,2008-08-03,2008-02-25,2008-02-21 00:00:00,2008-02-21,2008-02-26,EST,HOLMDEL,NEW JERSEY,07733,T ,N ,Delaware Valley,f2b6d4e16bfeb8bd5a7c,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,9.0
254,255,aae086305854a12fc054,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,e55b674094752a293d7a,Cricket Pavilion Premier Parking: Brad Paisley,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Brad Paisley,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET WIRELESS PAVILION%GOOD THIS DATE ONLY%THU JUN 12 2008 7:30 PM,1,20.0,TicketFast,2008-06-13 01:30:00,2008-06-12,2008-03-14,2008-04-08 00:00:00,2008-04-08,2008-04-19,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,e55b674094752a293d7a,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,12.0
282,283,4111e39b8af6bb850220,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,b16fabfc07163d9894db,Premier Parking: Toby Keith,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Premier Parking: Toby Keith,USE 2ND LANE FROM FAR LEFT%TOBY KEITH%PREMIER PARKING*26-AUG-06%RIGHT OF PEDESTRIAN WLKWAY%POST-GAZETTE PAVILION%NOT RESP FOR ANY LOSSES,1,22.0,Mail,2006-08-26 23:30:00,2006-08-26,2006-06-24,2006-06-24 00:00:00,2006-06-24,2006-06-26,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,b16fabfc07163d9894db,24.0,200000.0,College,College,College,4.0,1.0,0.0,1.0,Missing,158.1888544891641
285,286,2ab0e9d36becf785b9bc,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,06e707d2d1c0dc29d044,Premier Parking: Steve Miller Band,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Premier Parking: Steve Miller Band,USE 2ND LANE FROM LEFT%STEVE MILLER BAND%PREMIER PARKING*12-JUL-08%RIGHT OF PEDESTRIAN WKWAY%%SAT JUL 12 2008 8:00PM,1,25.0,TicketFast,2008-07-13 00:00:00,2008-07-12,2008-04-19,2008-07-12 00:00:00,2008-07-12,2008-07-12,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,06e707d2d1c0dc29d044,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,30.0
291,292,84a727fd76280c9f3082,002d7347ccac23f064b3,b85143bf51323b72e53c,c83630198cf7e72b1728,First Midwest Bank Amp Premier Parking - kelly clarkson,Hollywood Casino Amphitheatre Chicago VIP Parking,MISC,PARKING,PARKING,First Midwest Bank Amp Premier Parking - kelly clarkson,**PREMIER PARKING ONLY**%KELLY CLARKSON%THIS TICKET VALID ONLY FOR%**PREMIER PARKING**%FIRST MIDWEST BANK AMP%SAT JUL 22 2006 8:00PM,1,20.0,TicketFast,2006-07-23 01:00:00,2006-07-22,2006-04-21,2006-05-03 00:00:00,2006-05-03,2006-05-03,CST,TINLEY PARK,ILLINOIS,60477,T ,N ,Chicago,c83630198cf7e72b1728,42.0,62500.0,High School,High School,Missing,1.0,0.0,1.0,0.9420289855072463,Missing,158.1888544891641
301,302,ac57790e39ee700226f4,86548c5bce2089a5d311,b85143bf51323b72e53c,b5602f860e8ef5893336,Vip Blossom Music Center Parking : brad paisley,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : brad paisley,*** PARKING RECEIPT ***%BRAD PAISLEY PARKING%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI AUG 28 2009  7:30PM,1,15.0,Mail,2009-08-28 23:30:00,2009-08-28,2009-05-13,2009-07-16 00:00:00,2009-07-15,2009-07-16,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,b5602f860e8ef5893336,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,61.0
313,314,1666e98a22c5a98533bc,91c03a34b562436efa3c,b85143bf51323b72e53c,1731261ca0a0333bfd50,White River Amphitheatre Premier Parking: Pain In The Grass,White River Amphitheatre Premier Parking,MISC,PARKING,PARKING,White River Amphitheatre Premier Parking: Pain In The Grass,THIS TICKET IS VALID FOR%PARKING THIS DATE ONLY%PREMIER PARKING PASS%ENTER LOTS AT GATE 3%WHITE RIVER AMPHITHEATRE%SAT AUG 23 2008,1,20.0,ISPU,2008-08-23 20:00:00,2008-08-23,2008-06-21,2008-07-13 00:00:00,2008-07-12,2008-07-15,PST,AUBURN,WASHINGTON,98092,T ,N ,Seattle,1731261ca0a0333bfd50,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,54.0
