,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,dist_to_ven
3972,3973,55abc0501e6fe49315d2,dce08e99e3ce7d2149f3,b85143bf51323b72e53c,829a84d8f3474ecc0296,Aarons Amphitheatre At Lakewood Parking: Toby Keith,Aaron's Amphitheatre at Lakewood Parking,MISC,PARKING,PARKING,Aarons Amphitheatre At Lakewood Parking: Toby Keith,**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AT AARONS AMPH @ LAKEWOOD%TOBY KEITH PARKING%ENTER ON PRYOR ROAD%THU SEP 17 2009  7:30PM,1,25.0,Mail,2009-09-17 23:30:00,2009-09-17,2009-06-27,2009-06-27 00:00:00,2009-06-27,2009-07-01,EST,ATLANTA,GEORGIA,30315,T ,N ,Atlanta,829a84d8f3474ecc0296,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,21.0
3975,3976,ab777f74c8f54329a0e5,9babfdb02a7f8004fc6e,f53529c5679ea6ca5a48,80f4586a61a23fb2c4b5,Gorge Amphitheatre Premier Parking: Dave Matthews Band Aug 31,Gorge Amphitheatre Star Parking,MISC,PARKING,PARKING,Gorge Amphitheatre Premier Parking: Dave Matthews Band Aug 31,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SUN AUG 31, 2008 7:00PM",1,25.0,TicketFast,2008-09-01 02:00:00,2008-08-31,2008-03-29,2008-04-01 00:00:00,2008-03-31,1900-01-01,PST,GEORGE,WASHINGTON,98848,F ,N ,Seattle,80f4586a61a23fb2c4b5,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,278.0
3978,3979,2e05bdfcb6ee77f4ea1c,bb5dacc7476668d0dd50,b85143bf51323b72e53c,2674be102af178e9984e,Premier Parking: Dave Matthews Band,Alltel Pavilion Raleigh Premier Parking,MISC,PARKING,PARKING,Premier Parking: Dave Matthews Band,DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%ALLTEL PAVILION%WED JUN 21 2006 7:00PM,1,20.0,Mail,2006-06-21 23:00:00,2006-06-21,Missing,2006-04-09 00:00:00,2006-04-09,2006-04-13,EST,RALEIGH,NORTH CAROLINA,27610,T ,N ,Raleigh,2674be102af178e9984e,32.0,25000.0,High School,High School,Missing,2.0,1.0,1.0,1.0,Missing,158.1888544891641
3985,3986,cd8eed48702e820282fc,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,fda767574ff29c468dce,Cricket Pavilion Premier Parking: The Police,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: The Police,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%SAT MAY 24 2008 8:00 PM,1,20.0,TicketFast,2008-05-25 02:00:00,2008-05-24,2008-02-25,2008-05-14 00:00:00,2008-05-14,2008-05-18,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,fda767574ff29c468dce,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,32.0
4001,4002,41680cae825e97295805,4b677c3f5bec71eec8d1,89712180ab9f1ed64244,05e95405e2409ccb5fec,Gorge Amphitheatre Premier Parking For Vans Warped Tour,Parking Event,MISC,PARKING,PARKING,Gorge Amphitheatre Premier Parking For Vans Warped Tour,"* GOOD THIS DAY ONLY *%PREMIER P A R K I N G%FOR%VAN'S WARPED TOUR%GORGE PARKING%SATURDAY JUL 15, 2006",1,25.0,TicketFast,2006-07-15 19:00:00,2006-07-15,2006-04-07,2006-07-13 00:00:00,2006-07-13,2006-07-13,PST,GEORGE,WASHINGTON,98848,T ,N ,Seattle,05e95405e2409ccb5fec,34.0,86396.1038961039,High School,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
4002,4003,12e9d57afc5bcc474ef9,dcf5dff6a6534968c4d4,b85143bf51323b72e53c,686aeaf49f26e15abdf4,Super Premier Parking : iron maiden,Sleep Train Pavilion Concord Premier Parking,MISC,PARKING,PARKING,Super Premier Parking : iron maiden,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 5/28/08 ONLY%SUPER PREMIER PARKING%SLEEP TRAIN PAVILION%WED MAY 28 2008 7:00 PM,1,20.0,Mail,2008-05-29 02:00:00,2008-05-28,2008-03-05,2008-03-09 00:00:00,2008-03-09,2008-03-14,PST,CONCORD,CALIFORNIA,94521,T ,N ,N. California,686aeaf49f26e15abdf4,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,17.0
4013,4014,5c634b9e847ed9090ce6,c2771bc344c9db424eac,b85143bf51323b72e53c,07fd49eb9db2a012e583,Super Premier Parking: Stevie Wonder,Shoreline Mountain View Premier Parking,MISC,PARKING,PARKING,Super Premier Parking: Stevie Wonder,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 7/5/08 ONLY%SUPER PREMIER PARKING%SHORELINE AMPHITHEATRE%SAT JUL 5 2008 7:30 PM,1,40.0,TicketFast,2008-07-06 02:30:00,2008-07-05,2008-05-12,2008-05-12 00:00:00,2008-05-12,2008-07-04,PST,MOUNTAIN VIEW,CALIFORNIA,94043,T ,N ,N. California,07fd49eb9db2a012e583,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,12.0
4017,4018,70ba1e4ac1e83a6ff76f,43f0436b905bfa7c2eec,b85143bf51323b72e53c,5d84813f789eb196dff1,Premier Parking : black eyed peas and the pussycat dolls,XFINITY Center Mansfield Premier Parking,MISC,PARKING,PARKING,Premier Parking : black eyed peas and the pussycat dolls,"VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%PARKING FOR BLACK EYED PEA%LOT OPENS 3 HOURS PRIOR%THU AUG 24, 2006 7:30PM",1,35.0,Mail,2007-02-01 00:30:00,2007-01-31,2006-07-21,2006-08-01 00:00:00,2006-08-01,2006-08-06,EST,MANSFIELD,MASSACHUSETTS,02048,T ,N ,Boston,5d84813f789eb196dff1,52.0,62500.0,Missing,High School,High School,2.0,1.0,0.5615384615384615,1.0,Missing,158.1888544891641
4041,4042,4388857efd0d54d7535d,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,5ef4cbcdb6e459e9aad2,Murat Centre Parking : elmo makes music,Parking Event,MISC,PARKING,PARKING,Murat Centre Parking : elmo makes music,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%ELMO MAKES MUSIC%MURAT CENTRE-INDIANAPOLIS%SAT MAR 29 2008 10:30AM,1,10.0,Mail,2008-03-29 14:30:00,2008-03-29,2008-02-11,2008-01-13 00:00:00,2008-01-12,2008-01-15,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,5ef4cbcdb6e459e9aad2,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,25.0
4043,4044,1cafac9fbad4177e82ab,e4bb8385d140221019b5,b85143bf51323b72e53c,da868d066d653de7e338,Premier Parking: Il Divo,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Il Divo,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JUNE 16, 2006%IL DIVO%FORD AMPHITHEATRE%*** USE MLK ENTRANCE ***",1,20.0,TicketFast,2006-06-17 00:00:00,2006-06-16,2006-03-25,2006-03-25 00:00:00,2006-03-25,2006-03-25,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,da868d066d653de7e338,38.0,62500.0,Missing,Missing,High School,2.0,1.0,1.0,1.0,Missing,158.1888544891641
4067,4068,b4777d49958f1ad3a315,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,80624332f7c99e490536,Wrsp Premier Parking : weird al yankovic,Parking Event,MISC,PARKING,PARKING,Wrsp Premier Parking : weird al yankovic,VALID FOR PARKING ONLY%THE LAWN PREMIER PARKING%WRSP UNDERGROUND GARAGE%WEIRD AL YANKOVIC%GOOD THIS DATE ONLY%THU JUL 3 2008 8:00 PM,1,15.0,Mail,2008-07-04 00:00:00,2008-07-03,2008-04-04,2008-04-06 00:00:00,2008-04-06,2008-04-11,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,80624332f7c99e490536,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,376.0
4072,4073,d7e5128b9537256cc193,1c7cd93b0b3ce3eeb70e,b85143bf51323b72e53c,5bbed3d37f4a5a220e4d,Glen Helen Pavilion Premier Parking: Rockstar Mayhem Festival,Glen Helen L.A. Premier Parking,MISC,PARKING,PARKING,Glen Helen Pavilion Premier Parking: Rockstar Mayhem Festival,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%GLEN HELEN PAVILION%SUN JUL 13 2008  2:00PM,1,20.0,TicketFast,2008-07-13 21:00:00,2008-07-13,2008-04-26,2008-05-15 00:00:00,2008-05-15,2008-05-15,PST,SAN BERNARDINO,CALIFORNIA,92407,T ,N ,Los Angeles,5bbed3d37f4a5a220e4d,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,19.0
4094,4095,8549e8e9e8e83575fc81,a0ed82451f57a8914eba,b85143bf51323b72e53c,02c7200e27c62a881438,Def Leppard & journey: jones beach theater premier parking,Nikon At Jones Beach Theater Premier Parking,MISC,PARKING,PARKING,Def Leppard & journey: jones beach theater premier parking,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SAT JUN 24, 2006 8:00PM",1,15.0,Mail,2006-06-25 00:00:00,2006-06-24,2006-05-06,2006-06-09 00:00:00,2006-06-09,2006-06-14,EST,WANTAGH,NEW YORK,11793,T ,N ,New York,02c7200e27c62a881438,44.0,45000.0,Missing,Missing,Missing,1.0,0.0,0.0,0.0,Missing,158.1888544891641
4096,4097,cf5ed5dd1a119530b551,d769ab09a96be5a0b316,b85143bf51323b72e53c,5e853dbab25a4ad6b88e,Premier Parking: Radiohead,Verizon Wireless Amph. Charlotte Premier Parking,MISC,PARKING,PARKING,Premier Parking: Radiohead,THIS TICKET IS VALID FOR%PREMIER PARKING%RADIOHEAD%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%FRI MAY 9 2008 7:30PM,1,20.0,Mail,2008-05-09 23:30:00,2008-05-09,2008-02-16,2008-02-16 00:00:00,2008-02-16,2008-02-21,EST,CHARLOTTE,NORTH CAROLINA,28262,T ,N ,Charlotte,5e853dbab25a4ad6b88e,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,27.0
4110,4111,e46b2cb5a31081de42b0,dcf5dff6a6534968c4d4,b85143bf51323b72e53c,e57583c6f3e83eb17839,Sleep Train Pavilion Concord Premier Parking,Sleep Train Pavilion Concord Premier Parking,MISC,PARKING,PARKING,Sleep Train Pavilion Concord Premier Parking,THIS TICKET IS VALID%FOR PARKING ONLY-GATE B%GOOD 9/29/06 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI SEP 29 2006 6:30 PM,1,20.0,TicketFast,2006-09-30 01:30:00,2006-09-29,2006-07-16,2006-07-17 00:00:00,2006-07-17,2006-07-17,PST,CONCORD,CALIFORNIA,94521,T ,N ,N. California,e57583c6f3e83eb17839,28.0,86396.1038961039,High School,Missing,Missing,1.0,0.0,0.5615384615384615,1.0,Missing,158.1888544891641
4111,4112,a59a2fb7eeccb65f47f9,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,21c533805cfce785504d,Cricket Pavilion Premier Parking: Brooks & dunn w/zz top,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Brooks & dunn w/zz top,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%SAT AUG 2 2008 7:00 PM,1,30.0,Mail,2008-08-03 01:00:00,2008-08-02,2008-05-16,2008-07-03 00:00:00,2008-07-03,2008-07-07,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,21c533805cfce785504d,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,14.0
4112,4113,3d63e8d04d5a9b6a2878,1c7cd93b0b3ce3eeb70e,b85143bf51323b72e53c,e852883948c69efc322d,Glen Helen Pavilion Premier Parking: Crue Fest,Glen Helen L.A. Premier Parking,MISC,PARKING,PARKING,Glen Helen Pavilion Premier Parking: Crue Fest,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%GLEN HELEN PAVILION%SAT AUG 02 2008  5:30PM,1,20.0,TicketFast,2008-08-03 00:30:00,2008-08-02,2008-04-19,2008-07-25 00:00:00,2008-07-25,2008-07-25,PST,SAN BERNARDINO,CALIFORNIA,92407,T ,N ,Los Angeles,e852883948c69efc322d,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,43.0
4117,4118,3b5cabcbaca44848283d,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,177515317d8d2c954c4e,Cricket Pavilion Premier Parking: Rascal Flatts,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Rascal Flatts,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%THU JUL 13 2006 7:30 PM,1,20.0,TicketFast,2006-07-14 01:30:00,2006-07-13,2006-04-22,2006-04-25 00:00:00,2006-04-25,2006-04-25,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,177515317d8d2c954c4e,36.0,62500.0,College,Missing,Missing,2.0,0.6687898089171974,1.0,0.9420289855072463,Clerical White Collar,158.1888544891641
4119,4120,22246681886cd7c15ce7,5a29f349bfe4d595f521,b85143bf51323b72e53c,16fe9e37a2c26be922f0,Premier Parking: Dave Matthews Band,Klipsch Music Ctr. Ind. Premier Parking,MISC,PARKING,PARKING,Premier Parking: Dave Matthews Band,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%DAVE MATTHEWS BAND%VERIZON WIRELESS MUSIC CTR%SAT JUN 3 2006 7:00PM,1,20.0,TicketFast,2006-06-03 23:00:00,2006-06-03,2006-04-08,2006-04-11 00:00:00,2006-04-11,2006-04-11,CST,NOBLESVILLE,INDIANA,46060,T ,N ,Indiana-Ohio,16fe9e37a2c26be922f0,50.0,86396.1038961039,College,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Craftsman Blue Collar,158.1888544891641
4121,4122,25d06200a2270f725955,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,c172429c94e9ae5e84a1,Tabernacle Parking: Lifehouse,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Lifehouse,PARKING PASS-PARKING ONLY%LIFEHOUSE%LAZ PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%WED JUN 25 2008  8:00PM,1,9.0,TicketFast,2008-06-26 00:00:00,2008-06-25,2008-02-09,2008-02-12 00:00:00,2008-02-12,2008-06-25,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,c172429c94e9ae5e84a1,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,17.0
4155,4156,efd6363c3d9bee4891f1,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,94f4d2cf10260be2435b,Cricket Pavilion Premier Parking: Maroon 5 and counting crows,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Maroon 5 and counting crows,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET WIRELESS PAVILION%GOOD THIS DATE ONLY%WED SEP 10 2008 7:00 PM,1,30.0,TicketFast,2008-09-11 01:00:00,2008-09-10,2008-06-14,2008-07-23 00:00:00,2008-07-23,2008-07-23,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,94f4d2cf10260be2435b,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,2.0
4164,4165,7ce2f9402b5f5eb967ea,91c03a34b562436efa3c,6c7088f5487e52e7b48a,a4226e97ba33a87d6fb0,Premier Parking - kelly clarkson,White River Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking - kelly clarkson,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%WHITE RIVER AMPHITHEATRE%SUN AUG 6 2006 7:30PM,1,20.0,TicketFast,2006-08-07 02:30:00,2006-08-06,2006-04-22,2006-04-24 00:00:00,2006-04-24,2006-04-24,PST,AUBURN,WASHINGTON,98092,T ,N ,Seattle,a4226e97ba33a87d6fb0,42.0,45000.0,High School,Missing,Missing,2.0,1.0,1.0,1.0,Missing,158.1888544891641
4179,4180,a5d8190fe122c2ce8739,002d7347ccac23f064b3,b85143bf51323b72e53c,fa16238c7a5eef2d0881,Premier Parking: Counting Crows And Maroon 5,Hollywood Casino Amphitheatre Chicago VIP Parking,MISC,PARKING,PARKING,Premier Parking: Counting Crows And Maroon 5,**PREMIER PARKING ONLY**%MAROON 5%TICKET VALID ONLY FOR%***PREMIER PARKING***%FIRST MIDWEST BANK AMP%FRI AUG 22 2008 7:00PM,1,30.0,Mail,2008-08-23 00:00:00,2008-08-22,2008-04-04,2008-04-02 00:00:00,2008-04-02,2008-04-07,CST,TINLEY PARK,ILLINOIS,60477,T ,N ,Chicago,fa16238c7a5eef2d0881,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,37.0
4187,4188,577e1cbea20504a78ed5,a0ed82451f57a8914eba,b85143bf51323b72e53c,faa971711af97f4dc1f7,Jimmy Buffett: Jones Beach Theater Premier Parking,Nikon At Jones Beach Theater Premier Parking,MISC,PARKING,PARKING,Jimmy Buffett: Jones Beach Theater Premier Parking,THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SATURDAY JULY 1 2006 8PM,1,15.0,UPS,2006-07-02 00:00:00,2006-07-01,2006-03-20,2006-03-20 00:00:00,2006-03-20,2006-03-21,EST,WANTAGH,NEW YORK,11793,T ,N ,New York,faa971711af97f4dc1f7,90.0,62500.0,High School,Missing,High School,3.0,1.0,0.0,1.0,Homemaker,158.1888544891641
4197,4198,26f66d7146c032127856,d769ab09a96be5a0b316,b85143bf51323b72e53c,120a2911eb1be60bb3f9,Premier Parking: Cru Fest,Verizon Wireless Amph. Charlotte Premier Parking,MISC,PARKING,PARKING,Premier Parking: Cru Fest,THIS TICKET IS VALID FOR%PREMIER PARKING%MOTLEY CRUE%VERIZON WIRELESS AMPH CHA%HWY 29 TO PAVILION BLVD%SAT JUL 5 2008 5:00PM,1,20.0,TicketFast,2008-07-05 21:00:00,2008-07-05,2008-04-19,2008-06-14 00:00:00,2008-06-14,2008-06-29,EST,CHARLOTTE,NORTH CAROLINA,28262,T ,N ,Charlotte,120a2911eb1be60bb3f9,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,419.0
4198,4199,06746643db558ca1fb23,c2771bc344c9db424eac,b85143bf51323b72e53c,c2b4a525560cb8a08cdf,Super Premier Parking : projekt revolution,Shoreline Mountain View Premier Parking,MISC,PARKING,PARKING,Super Premier Parking : projekt revolution,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 8/9/08 ONLY%SUPER PREMIER PARKING%SHORELINE AMPHITHEATRE%SAT AUG 9 2008 1:00 PM,1,20.0,TicketFast,2008-08-09 20:00:00,2008-08-09,2008-04-09,2008-04-26 00:00:00,2008-04-26,2008-04-26,PST,MOUNTAIN VIEW,CALIFORNIA,94043,T ,N ,N. California,c2b4a525560cb8a08cdf,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,1756.0
4201,4202,d2a9b0ec42582671cdef,e81e7f0c4e53daa48a75,b85143bf51323b72e53c,0637d29fe9b568ddfb6b,Post-gazette Pavilion Roundtrip Bus Service: Jimmy Buffett,Post-Gazette Pavilion Concert Express,MISC,CONCESSION VOUCHERS (UPSELL),UPSELL,Post-gazette Pavilion Roundtrip Bus Service: Jimmy Buffett,JIMMY BUFFETT%NOT VALID FOR ADMISSION%%ROUNDTRIP BUS SERVICE%LOOK FOR EITHER BUS/VAN%TUE JUL 22 2008 8:00PM,2,30.0,Mail,2008-07-23 00:00:00,2008-07-22,2008-03-17,2008-05-24 00:00:00,2008-05-24,2008-05-29,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,0637d29fe9b568ddfb6b,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,49.0
4209,4210,a8cba4544482959b283d,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,f116f84233d4a518a0b7,Tabernacle Parking: Muse,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Muse,PARKING PASS-PARKING ONLY%MUSE%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%SUN AUG 6 2006 8:00PM,1,8.0,TicketFast,2006-08-07 00:00:00,2006-08-06,2006-06-17,2006-06-17 00:00:00,2006-06-17,2006-06-17,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,f116f84233d4a518a0b7,44.0,35000.0,Missing,Missing,Missing,3.0,1.0,0.0,1.0,Missing,158.1888544891641
4229,4230,f64eedf24294274fdfc7,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,dedb5027c751a1b7b400,Premier Parking: Ozzfest 2006,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Premier Parking: Ozzfest 2006,USE 2ND LANE FROM FAR LEFT%OZZFEST 2006%PREMIER PARKING*18-JUL-06%RIGHT OF PEDESTRIAN WLKWAY%POST-GAZETTE PAVILION%NOT RESP FOR ANY LOSSES,1,22.0,TicketFast,2006-07-18 13:00:00,2006-07-18,2006-04-21,2006-07-08 00:00:00,2006-07-08,2006-07-08,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,dedb5027c751a1b7b400,44.0,200000.0,High School,High School,High School,3.0,0.0,1.0,1.0,Missing,158.1888544891641
4242,4243,0e1dbd74b1cc27d5f8c9,e4bb8385d140221019b5,b85143bf51323b72e53c,04b5ccb2001f66dcdfc7,Premier Parking: Mary J Blige,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Mary J Blige,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%AUGUST 26, 2006%MARY J. BLIGE%FORD AMPHITHEATRE%*** USE MLK ENTRANCE ***",1,20.0,Mail,2006-08-27 00:00:00,2006-08-26,2006-06-17,2006-06-16 00:00:00,2006-06-16,2006-06-19,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,04b5ccb2001f66dcdfc7,24.0,87500.0,College,College,College,6.0,1.0,1.0,1.0,Missing,158.1888544891641
4250,4251,ec7c1d404a4aa0457737,e274b5c11a2a63e00141,b85143bf51323b72e53c,1ec54e200a79986767d1,Premier Parking : journey,Umb Bank Pavilion St. Louis Premier Parking,MISC,PARKING,PARKING,Premier Parking : journey,ADMIT ONE VEHICLE FOR%PREMIER PARKING%FOLLOW VIP PARKING SIGNS%VERIZON WIRELESS AMP STL%JOURNEY%SAT SEP 13 2008  7:00PM,1,20.0,Mail,2008-09-14 00:00:00,2008-09-13,2008-04-05,2008-04-09 00:00:00,2008-04-09,2008-04-14,CST,MARYLAND HEIGHTS,MISSOURI,63043,T ,N ,St. Louis,1ec54e200a79986767d1,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,14.0
4280,4281,25d06200a2270f725955,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,c2cd0b8d0811bf2bfdb6,Tabernacle Parking: Lifehouse,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Lifehouse,PARKING PASS-PARKING ONLY%LIFEHOUSE%LAZ PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%WED JUN 25 2008  8:00PM,1,9.0,TicketFast,2008-06-26 00:00:00,2008-06-25,2008-02-09,2008-03-24 00:00:00,2008-03-24,2008-03-24,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,c2cd0b8d0811bf2bfdb6,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,7.0
4284,4285,07aadf259b862bc8378d,5a29f349bfe4d595f521,b85143bf51323b72e53c,7df1692b647b49c505bc,Premier Parking: Toby Keith,Klipsch Music Ctr. Ind. Premier Parking,MISC,PARKING,PARKING,Premier Parking: Toby Keith,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%TOBY KEITH%VERIZON WIRELESS MUSIC CTR%SUN OCT 1 2006 7:30PM,1,20.0,Mail,2006-10-01 23:30:00,2006-10-01,2006-07-29,2006-08-18 00:00:00,2006-08-18,2006-08-21,CST,NOBLESVILLE,INDIANA,46060,T ,N ,Indiana-Ohio,7df1692b647b49c505bc,38.0,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
